test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT1G08570,"AT1G08570,CUFF",ACHT4,1:2712882-2714734,control,hy5,OK,30.5293,17.9646,-0.765034,-1.77459,0.01315,0.0680692,no
AT1G08580,AT1G08580,AT1G08580,1:2715078-2716404,control,hy5,OK,6.90032,15.9019,1.20446,1.43457,0.13225,0.281457,no
AT1G08590,AT1G08590,AT1G08590,1:2718777-2722221,control,hy5,NOTEST,0.776181,1.12275,0.532569,0,1,1,no
AT1G08592,AT1G08592,AT1G08592,1:2718777-2722221,control,hy5,NOTEST,1.40333,0,#NAME?,0,1,1,no
AT1G08600,"AT1G08600,CUFF",ATRX,1:2723823-2733613,control,hy5,NOTEST,0.263829,0.000175251,-10.556,0,1,1,no
AT1G08610,AT1G08610,AT1G08610,1:2733656-2735819,control,hy5,NOTEST,0,0.498396,inf,0,1,1,no
AT1G08620,"AT1G08620,CUFF",PKDM7D,1:2736773-2743758,control,hy5,NOTEST,0.015784,1.22351,6.27642,0,1,1,no
AT1G08630,"AT1G08630,CUFF",THA1,1:2743760-2747967,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08640,AT1G08640,CJD1,1:2748397-2751278,control,hy5,OK,7.65055,8.17056,0.0948716,0.157612,0.9039,0.939037,no
AT1G08650,AT1G08650,PPCK1,1:2752153-2753703,control,hy5,OK,26.4162,14.5564,-0.859776,-1.66373,0.0386,0.135782,no
AT1G08660,AT1G08660,MGP2,1:2757040-2759794,control,hy5,OK,3.09278,4.18273,0.435539,0.392617,0.51325,0.648638,no
AT1G08670,AT1G08670,AT1G08670,1:2760345-2761573,control,hy5,NOTEST,2.00383,6.43338,1.68282,0,1,1,no
AT1G08680,"AT1G08680,CUFF",AGD14,1:2762583-2768967,control,hy5,NOTEST,2.66149,2.89553,0.121593,0,1,1,no
AT1G08695,AT1G08695,SCRL3,1:2769055-2769483,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08700,AT1G08700,PS1,1:2769814-2771477,control,hy5,OK,11.0801,7.54313,-0.554742,-1.07185,0.20275,0.366387,no
AT1G08710,AT1G08710,AT1G08710,1:2771632-2773460,control,hy5,NOTEST,1.6769,2.6236,0.645749,0,1,1,no
AT1G08720,AT1G08720,EDR1,1:2774029-2779297,control,hy5,NOTEST,1.01452,2.60538,1.3607,0,1,1,no
AT1G08730,AT1G08730,XIC,1:2779962-2788447,control,hy5,NOTEST,0,0.289658,inf,0,1,1,no
AT1G08735,AT1G08735,AT1G08735,1:2790289-2793641,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08740,AT1G08740,AT1G08740,1:2795642-2800081,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08750,AT1G08750,AT1G08750,1:2801066-2804537,control,hy5,NOTEST,2.60863,0,#NAME?,0,1,1,no
AT1G08760,AT1G08760,AT1G08760,1:2805370-2808621,control,hy5,NOTEST,1.61354,2.69637,0.740792,0,1,1,no
AT1G08770,AT1G08770,PRA1.E,1:2808882-2809747,control,hy5,NOTEST,5.45296,5.20788,-0.0663429,0,1,1,no
AT1G08780,AT1G08780,AIP3,1:2809777-2811191,control,hy5,OK,14.1601,20.773,0.552875,0.949028,0.43105,0.577194,no
AT1G08790,AT1G08790,AT1G08790,1:2811988-2812646,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08800,AT1G08800,AT1G08800,1:2813060-2818008,control,hy5,NOTEST,1.17287,0.811164,-0.531982,0,1,1,no
AT1G08810,AT1G08810,MYB60,1:2819064-2820395,control,hy5,OK,1.32184,3.70211,1.4858,0.693821,0.17275,0.330676,no
AT1G08820,AT1G08820,VAP27-2,1:2821551-2825275,control,hy5,OK,6.01259,7.85395,0.38543,0.530181,0.44095,0.585497,no
AT1G08830,AT1G08830,CSD1,1:2827060-2838469,control,hy5,OK,166.892,94.4657,-0.821056,-3.76143,5.00E-05,0.000721121,yes
AT1G08840,"AT1G08840,CUFF",emb2411,1:2827060-2838469,control,hy5,NOTEST,0,0.00880137,inf,0,1,1,no
AT1G08845,AT1G08845,AT1G08845,1:2838788-2840994,control,hy5,OK,6.45124,2.40927,-1.42098,-0.550945,0.32065,0.475648,no
AT1G08860,AT1G08860,BON3,1:2842152-2846138,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08870,AT1G08870,AT1G08870,1:2846535-2846608,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08880,AT1G08880,G-H2AX,1:2846948-2847800,control,hy5,OK,31.492,27.6957,-0.185322,-0.50506,0.6297,0.743674,no
AT1G08890,AT1G08890,AT1G08890,1:2848347-2852270,control,hy5,NOTEST,1.43214,0.743235,-0.946283,0,1,1,no
AT1G08900,"AT1G08900,CUFF",AT1G08900,1:2852453-2855779,control,hy5,NOTEST,0.103033,0.78221,2.92446,0,1,1,no
AT1G08910,AT1G08910,EMB3001,1:2856226-2861170,control,hy5,NOTEST,0.436364,2.61746,2.58457,0,1,1,no
AT1G08920,AT1G08920,ESL1,1:2867258-2870656,control,hy5,OK,5.53713,2.96855,-0.899381,-0.788161,0.21305,0.377817,no
AT1G08930,AT1G08930,ERD6,1:2873464-2877270,control,hy5,OK,23.1975,11.9913,-0.951989,-2.26996,0.00815,0.0491173,yes
AT1G08940,AT1G08940,AT1G08940,1:2877691-2879169,control,hy5,NOTEST,4.53956,4.51484,-0.00787477,0,1,1,no
AT1G08950,AT1G08950,AT1G08950,1:2879302-2879374,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08960,AT1G08960,CAX11,1:2879641-2882231,control,hy5,NOTEST,2.19116,1.39595,-0.650448,0,1,1,no
AT1G08970,AT1G08970,HAP5C,1:2882523-2884337,control,hy5,OK,6.07181,6.80225,0.163884,0.176482,0.75695,0.839439,no
AT1G08980,AT1G08980,ATAMI1,1:2884410-2886620,control,hy5,OK,9.43743,7.80217,-0.274518,-0.457361,0.50225,0.638887,no
AT1G08985,AT1G08985,AT1G08985,1:2887284-2887706,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G08990,AT1G08990,PGSIP5,1:2888752-2890959,control,hy5,NOTEST,1.95673,2.95605,0.595224,0,1,1,no
AT1G09000,AT1G09000,NP1,1:2891036-2899384,control,hy5,NOTEST,0,0.857807,inf,0,1,1,no
AT1G09010,AT1G09010,AT1G09010,1:2891036-2899384,control,hy5,OK,2.3672,4.56191,0.946455,1.40058,0.0576,0.171529,no
AT1G09020,AT1G09020,SNF4,1:2899913-2904815,control,hy5,OK,6.63602,5.19164,-0.354126,-0.694374,0.44135,0.585643,no
AT1G09026,AT1G09026,AT1G09026,1:2907123-2907279,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09030,AT1G09030,NF-YB4,1:2908610-2909030,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09040,AT1G09040,AT1G09040,1:2911316-2915369,control,hy5,NOTEST,0,0.395006,inf,0,1,1,no
AT1G09050,AT1G09050,AT1G09050,1:2918030-2920889,control,hy5,NOTEST,0.18487,0.215501,0.221187,0,1,1,no
AT1G09060,AT1G09060,AT1G09060,1:2921063-2925762,control,hy5,NOTEST,0.431775,2.68125,2.63456,0,1,1,no
AT1G09070,AT1G09070,(AT)SRC2,1:2927702-2928968,control,hy5,OK,46.1466,22.1444,-1.05928,-3.27532,0.00025,0.00292483,yes
AT1G09080,AT1G09080,BIP3,1:2929216-2931841,control,hy5,NOTEST,0,0.356202,inf,0,1,1,no
AT1G09090,AT1G09090,RBOHB,1:2932738-2939326,control,hy5,NOTEST,0.196621,0.486365,1.30662,0,1,1,no
AT1G09100,AT1G09100,RPT5B,1:2932738-2939326,control,hy5,OK,2.90262,6.44879,1.15167,1.18397,0.10705,0.252887,no
AT1G09110,AT1G09110,AT1G09110,1:2939416-2939488,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09130,AT1G09130,AT1G09130,1:2939569-2942288,control,hy5,OK,35.9745,25.3993,-0.502184,-1.33643,0.0502,0.158701,no
AT1G09140,AT1G09140,At-SR30,1:2942563-2945961,control,hy5,OK,8.61136,17.7182,1.04092,1.42121,0.0382,0.134885,no
AT1G09150,AT1G09150,AT1G09150,1:2946228-2949159,control,hy5,OK,4.96212,2.71309,-0.871021,-0.725996,0.3004,0.455473,no
AT1G09155,AT1G09155,AtPP2-B15,1:2949675-2950989,control,hy5,NOTEST,0.368958,0.55402,0.586482,0,1,1,no
AT1G09157,AT1G09157,AT1G09157,1:2951664-2952396,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09160,AT1G09160,AT1G09160,1:2952770-2955689,control,hy5,OK,4.14414,4.02782,-0.0410751,-0.0460801,0.92805,0.947996,no
AT1G09170,AT1G09170,AT1G09170,1:2956588-2962207,control,hy5,NOTEST,0.333807,0,#NAME?,0,1,1,no
AT1G09176,AT1G09176,AT1G09176,1:2964151-2964604,control,hy5,NOTEST,3.77187,0,#NAME?,0,1,1,no
AT1G09180,AT1G09180,ATSARA1A,1:2965022-2965972,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09190,AT1G09190,AT1G09190,1:2966119-2967718,control,hy5,NOTEST,1.04784,0.384571,-1.44609,0,1,1,no
AT1G09195,"AT1G09195,CUFF",AT1G09195,1:2967939-2971498,control,hy5,NOTEST,0.591708,1.80667,1.61038,0,1,1,no
AT1G09200,AT1G09200,AT1G09200,1:2971592-2972199,control,hy5,OK,49.5245,51.2323,0.0489098,0.159702,0.87005,0.91743,no
AT1G09210,AT1G09210,CRT1b,1:2972841-2976750,control,hy5,OK,14.1779,23.8163,0.748304,2.10085,0.01095,0.0607405,no
AT1G09220,AT1G09220,AT1G09220,1:2977791-2979466,control,hy5,NOTEST,0.32389,0,#NAME?,0,1,1,no
AT1G09230,AT1G09230,AT1G09230,1:2979519-2982624,control,hy5,NOTEST,0.365615,4.55511,3.63909,0,1,1,no
AT1G09240,AT1G09240,NAS3,1:2984880-2986130,control,hy5,NOTEST,5.84947,2.12068,-1.46378,0,1,1,no
AT1G09245,AT1G09245,AT1G09245,1:2986938-2987393,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09250,AT1G09250,AT1G09250,1:2989377-2990357,control,hy5,OK,16.4214,9.12927,-0.847004,-1.44176,0.12565,0.274323,no
AT1G09260,AT1G09260,AT1G09260,1:2993403-2993820,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09270,"AT1G09270,CUFF",IMPA-4,1:2994368-3001315,control,hy5,OK,11.007,18.4031,0.741523,1.73885,0.02285,0.0980206,no
AT1G09280,AT1G09280,AT1G09280,1:2994368-3001315,control,hy5,NOTEST,2.51147,2.32016,-0.114312,0,1,1,no
AT1G09290,AT1G09290,AT1G09290,1:3001516-3008213,control,hy5,NOTEST,2.19828,1.08658,-1.01658,0,1,1,no
AT1G09300,AT1G09300,AT1G09300,1:3001516-3008213,control,hy5,NOTEST,0.600018,0.779916,0.378314,0,1,1,no
AT1G09310,AT1G09310,AT1G09310,1:3009054-3009880,control,hy5,OK,220.833,223.733,0.0188265,0.130463,0.86405,0.912829,no
AT1G09320,AT1G09320,AT1G09320,1:3009940-3012363,control,hy5,NOTEST,0.802973,0.295796,-1.44075,0,1,1,no
AT1G09330,AT1G09330,AT1G09330,1:3012761-3015091,control,hy5,OK,12,7.4904,-0.679916,-1.02999,0.26275,0.420006,no
AT1G09340,AT1G09340,CSP41B,1:3015327-3018234,control,hy5,OK,138.985,166.416,0.259859,1.99529,0.01465,0.0736905,no
AT1G09350,AT1G09350,AtGolS3,1:3019818-3021441,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09360,AT1G09360,AT1G09360,1:3021801-3022368,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09370,AT1G09370,AT1G09370,1:3024895-3025435,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09380,AT1G09380,AT1G09380,1:3026134-3029549,control,hy5,NOTEST,0,0.393305,inf,0,1,1,no
AT1G09390,AT1G09390,AT1G09390,1:3031202-3035036,control,hy5,NOTEST,2.05609,3.33072,0.69593,0,1,1,no
AT1G09400,AT1G09400,AT1G09400,1:3031202-3035036,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09410,AT1G09410,AT1G09410,1:3035442-3037560,control,hy5,NOTEST,0.230712,0,#NAME?,0,1,1,no
AT1G09415,AT1G09415,NIMIN-3,1:3037753-3038408,control,hy5,OK,1.05463,7.59464,2.84824,1.27521,0.25585,0.413962,no
AT1G09420,AT1G09420,G6PD4,1:3038461-3041873,control,hy5,NOTEST,0.300707,0.274268,-0.132774,0,1,1,no
AT1G09421,AT1G09421,AT1G09421,1:3038461-3041873,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09430,AT1G09430,ACLA-3,1:3041995-3045402,control,hy5,OK,8.99502,12.776,0.50624,1.16849,0.17185,0.329481,no
AT1G09440,AT1G09440,AT1G09440,1:3045512-3047893,control,hy5,NOTEST,2.29577,1.283,-0.839462,0,1,1,no
AT1G09450,AT1G09450,AT1G09450,1:3049023-3053112,control,hy5,NOTEST,0.503722,0,#NAME?,0,1,1,no
AT1G09460,AT1G09460,AT1G09460,1:3053900-3057443,control,hy5,NOTEST,1.60326,1.80539,0.171296,0,1,1,no
AT1G09470,"AT1G09470,CUFF",AT1G09470,1:3053900-3057443,control,hy5,NOTEST,0.428918,3.39446,2.98441,0,1,1,no
AT1G09480,AT1G09480,AT1G09480,1:3057974-3060661,control,hy5,NOTEST,0.52563,0,#NAME?,0,1,1,no
AT1G09483,AT1G09483,AT1G09483,1:3060991-3061729,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09486,AT1G09486,AT1G09486,1:3062429-3063731,control,hy5,NOTEST,0.568334,0.836548,0.557708,0,1,1,no
AT1G09490,AT1G09490,AT1G09490,1:3064123-3065937,control,hy5,OK,4.63392,5.92301,0.354097,0.314675,0.63855,0.750207,no
AT1G09500,AT1G09500,AT1G09500,1:3066698-3068598,control,hy5,NOTEST,0,0.379955,inf,0,1,1,no
AT1G09510,AT1G09510,AT1G09510,1:3069384-3070910,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09520,AT1G09520,AT1G09520,1:3070945-3072050,control,hy5,OK,5.52721,2.45665,-1.16986,-0.872884,0.16845,0.325951,no
AT1G09530,AT1G09530,POC1,1:3076581-3079539,control,hy5,OK,1.80011,4.62476,1.3613,1.21571,0.069,0.192652,no
AT1G09540,AT1G09540,MYB61,1:3086158-3087912,control,hy5,NOTEST,0.368156,0.758384,1.04261,0,1,1,no
AT1G09550,AT1G09550,AT1G09550,1:3089732-3092327,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09560,AT1G09560,GLP5,1:3093838-3094864,control,hy5,OK,53.4951,52.3883,-0.0301617,-0.1081,0.90065,0.937523,no
AT1G09570,AT1G09570,PHYA,1:3095255-3100357,control,hy5,OK,6.06884,11.0262,0.861445,1.95636,0.0054,0.0363403,yes
AT1G09575,AT1G09575,AT1G09575,1:3101670-3102925,control,hy5,NOTEST,2.30754,1.58192,-0.54468,0,1,1,no
AT1G09580,AT1G09580,AT1G09580,1:3104587-3106290,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09590,AT1G09590,AT1G09590,1:3106501-3107772,control,hy5,OK,41.2649,31.3477,-0.396556,-0.984992,0.1906,0.353205,no
AT1G09600,AT1G09600,AT1G09600,1:3108616-3111318,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09610,AT1G09610,AT1G09610,1:3111693-3116699,control,hy5,NOTEST,0.487973,0,#NAME?,0,1,1,no
AT1G09620,AT1G09620,AT1G09620,1:3111693-3116699,control,hy5,OK,10.386,8.44953,-0.297699,-0.795031,0.22165,0.386607,no
AT1G09625,AT1G09625,AT1G09625,1:3117136-3117567,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09630,AT1G09630,RAB-A2A,1:3118202-3119708,control,hy5,OK,7.66715,9.04114,0.237813,0.313256,0.72865,0.818691,no
AT1G09640,AT1G09640,AT1G09640,1:3119877-3122526,control,hy5,OK,70.1211,31.3445,-1.16163,-3.46729,5.00E-05,0.000721121,yes
AT1G09645,AT1G09645,AT1G09645,1:3122955-3124578,control,hy5,OK,15.4827,6.43183,-1.26736,-1.94754,0.1356,0.286005,no
AT1G09650,AT1G09650,AT1G09650,1:3125806-3127284,control,hy5,NOTEST,0.37393,0,#NAME?,0,1,1,no
AT1G09660,AT1G09660,AT1G09660,1:3127770-3131094,control,hy5,OK,3.20489,5.82836,0.862814,0.80157,0.2057,0.369324,no
AT1G09665,AT1G09665,AT1G09665,1:3133094-3133674,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09680,AT1G09680,AT1G09680,1:3134106-3135930,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09690,AT1G09690,AT1G09690,1:3136187-3137475,control,hy5,OK,139.084,92.9115,-0.582031,-2.71263,0.00145,0.0128488,yes
AT1G09700,AT1G09700,HYL1,1:3137766-3140353,control,hy5,NOTEST,0.863721,1.41493,0.712091,0,1,1,no
AT1G09710,AT1G09710,AT1G09710,1:3140867-3144370,control,hy5,NOTEST,0,0.813605,inf,0,1,1,no
AT1G09720,AT1G09720,AT1G09720,1:3144437-3147303,control,hy5,NOTEST,0.184512,0,#NAME?,0,1,1,no
AT1G09730,AT1G09730,AT1G09730,1:3147666-3154380,control,hy5,NOTEST,1.68062,2.3202,0.465257,0,1,1,no
AT1G09740,AT1G09740,AT1G09740,1:3154531-3156275,control,hy5,OK,15.391,15.1469,-0.023057,-0.0448312,0.9319,0.948318,no
AT1G09750,AT1G09750,AT1G09750,1:3157500-3161692,control,hy5,OK,43.3225,26.2102,-0.724988,-2.5274,0.00085,0.00844448,yes
AT1G09760,AT1G09760,U2A',1:3157500-3161692,control,hy5,OK,3.3024,9.69158,1.55322,1.59922,0.08015,0.213861,no
AT1G09770,AT1G09770,ATCDC5,1:3161840-3165360,control,hy5,OK,3.07562,9.97358,1.69723,2.87484,0.00285,0.0223223,yes
AT1G09780,AT1G09780,AT1G09780,1:3165369-3167869,control,hy5,OK,51.7145,43.4393,-0.251566,-1.31979,0.1633,0.320658,no
AT1G09790,AT1G09790,COBL6,1:3168481-3170819,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09794,AT1G09794,AT1G09794,1:3172107-3173463,control,hy5,NOTEST,0,2.00236,inf,0,1,1,no
AT1G09795,AT1G09795,ATP-PRT2,1:3173533-3180421,control,hy5,OK,26.7389,19.5402,-0.452492,-1.25582,0.1139,0.261406,no
AT1G09800,AT1G09800,AT1G09800,1:3173533-3180421,control,hy5,NOTEST,1.509,0.450998,-1.7424,0,1,1,no
AT1G09810,AT1G09810,ECT11,1:3180935-3184224,control,hy5,NOTEST,0,0.683036,inf,0,1,1,no
AT1G09812,AT1G09812,AT1G09812,1:3187816-3188580,control,hy5,NOTEST,0,5.62041,inf,0,1,1,no
AT1G09815,AT1G09815,POLD4,1:3189368-3190242,control,hy5,OK,17.8163,4.87737,-1.86902,-1.50794,0.0227,0.0975272,no
AT1G09820,AT1G09820,AT1G09820,1:3190287-3192414,control,hy5,NOTEST,1.1262,0.27904,-2.01292,0,1,1,no
AT1G09830,AT1G09830,AT1G09830,1:3192680-3195025,control,hy5,OK,4.76838,6.14196,0.365199,0.581308,0.49735,0.634584,no
AT1G09840,"AT1G09840,CUFF",ATSK41,1:3195823-3200291,control,hy5,OK,2.38954,3.46147,0.534656,0.365021,0.36845,0.520886,no
AT1G09850,AT1G09850,XBCP3,1:3201798-3205309,control,hy5,NOTEST,2.56841,1.7571,-0.54768,0,1,1,no
AT1G09860,AT1G09860,ATPUP16,1:3201798-3205309,control,hy5,NOTEST,0,0.492073,inf,0,1,1,no
AT1G09870,AT1G09870,AT1G09870,1:3205740-3208598,control,hy5,NOTEST,3.73289,2.00748,-0.894906,0,1,1,no
AT1G09880,AT1G09880,AT1G09880,1:3208827-3211653,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09890,AT1G09890,AT1G09890,1:3214236-3217538,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09900,AT1G09900,AT1G09900,1:3218132-3219929,control,hy5,NOTEST,2.33499,1.56223,-0.579811,0,1,1,no
AT1G09910,AT1G09910,AT1G09910,1:3220034-3224541,control,hy5,NOTEST,1.55847,1.15372,-0.433829,0,1,1,no
AT1G09920,AT1G09920,AT1G09920,1:3224683-3227070,control,hy5,OK,9.86804,7.12245,-0.47039,-0.628977,0.4558,0.598739,no
AT1G09930,AT1G09930,ATOPT2,1:3227489-3230043,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09932,AT1G09932,AT1G09932,1:3230449-3233109,control,hy5,NOTEST,0,1.06533,inf,0,1,1,no
AT1G09935,AT1G09935,AT1G09935,1:3234059-3235530,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09940,AT1G09940,HEMA2,1:3236994-3239554,control,hy5,NOTEST,2.92285,3.29806,0.174242,0,1,1,no
AT1G09950,AT1G09950,RAS1,1:3240605-3241632,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G09960,AT1G09960,ATSUT4,1:3244212-3247200,control,hy5,NOTEST,1.87498,1.2083,-0.633894,0,1,1,no
AT1G09970,AT1G09970,LRR XI-23,1:3252239-3255693,control,hy5,OK,11.7994,17.7326,0.587696,1.85032,0.0091,0.0533437,no
AT1G09980,AT1G09980,AT1G09980,1:3256244-3261614,control,hy5,NOTEST,1.00597,0.932922,-0.108761,0,1,1,no
AT1G09995,AT1G09995,AT1G09995,1:3262264-3263612,control,hy5,NOTEST,3.88403,4.3962,0.178702,0,1,1,no
AT1G10000,AT1G10000,AT1G10000,1:3263876-3264788,control,hy5,NOTEST,0.834228,0,#NAME?,0,1,1,no
AT1G10010,AT1G10010,AAP8,1:3265975-3268726,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10020,AT1G10020,AT1G10020,1:3269603-3271987,control,hy5,OK,6.2423,4.26135,-0.550767,-0.758634,0.203,0.366443,no
AT1G10030,AT1G10030,ERG28,1:3273824-3275837,control,hy5,OK,23.1266,12.9207,-0.839872,-1.68126,0.16995,0.327943,no
AT1G10040,AT1G10040,AT1G10040,1:3275890-3278697,control,hy5,NOTEST,0,2.15284,inf,0,1,1,no
AT1G10050,AT1G10050,AT1G10050,1:3279269-3283482,control,hy5,NOTEST,0.531445,1.05473,0.988882,0,1,1,no
AT1G10060,AT1G10060,BCAT-1,1:3284238-3287107,control,hy5,OK,5.43371,3.52258,-0.625307,-0.632676,0.3002,0.455328,no
AT1G10070,AT1G10070,BCAT-2,1:3288086-3296198,control,hy5,NOTEST,0.289223,0.824272,1.51094,0,1,1,no
AT1G10090,AT1G10090,AT1G10090,1:3288086-3296198,control,hy5,NOTEST,1.87824,1.9723,0.0704982,0,1,1,no
AT1G10095,AT1G10095,AT1G10095,1:3297323-3300443,control,hy5,NOTEST,0,2.13575,inf,0,1,1,no
AT1G10100,AT1G10100,AT1G10100,1:3300696-3301489,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10110,AT1G10110,AT1G10110,1:3302741-3306824,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10120,AT1G10120,AT1G10120,1:3302741-3306824,control,hy5,NOTEST,1.2686,2.08118,0.714157,0,1,1,no
AT1G10130,AT1G10130,ECA3,1:3310929-3322213,control,hy5,OK,1.40198,4.51152,1.68615,1.96832,0.03415,0.126456,no
AT1G10140,AT1G10140,AT1G10140,1:3322801-3323548,control,hy5,OK,19.3167,9.84861,-0.971859,-1.64152,0.13315,0.282189,no
AT1G10150,AT1G10150,AT1G10150,1:3325823-3327614,control,hy5,NOTEST,5.75573,5.6671,-0.0223878,0,1,1,no
AT1G10155,AT1G10155,PP2-A10,1:3327636-3328448,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10160,AT1G10160,AT1G10160,1:3328970-3333470,control,hy5,NOTEST,0,0.168226,inf,0,1,1,no
AT1G10170,AT1G10170,ATNFXL1,1:3333594-3337491,control,hy5,OK,2.56143,4.32236,0.754867,1.23578,0.0712,0.196759,no
AT1G10180,AT1G10180,AT1G10180,1:3338302-3341608,control,hy5,OK,1.45389,5.31631,1.87051,1.87728,0.0435,0.145536,no
AT1G10190,AT1G10190,AT1G10190,1:3343685-3345632,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10200,AT1G10200,WLIM1,1:3346389-3347885,control,hy5,OK,25.3015,12.6251,-1.00292,-2.26708,0.03535,0.12879,no
AT1G10210,AT1G10210,ATMPK1,1:3349218-3351180,control,hy5,NOTEST,0,1.25316,inf,0,1,1,no
AT1G10220,AT1G10220,AT1G10220,1:3352158-3354856,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10230,AT1G10230,ASK18,1:3355570-3356359,control,hy5,NOTEST,2.38194,3.86072,0.696729,0,1,1,no
AT1G10240,AT1G10240,FRS11,1:3356679-3359838,control,hy5,NOTEST,0.694539,0,#NAME?,0,1,1,no
AT1G10250,AT1G10250,AT1G10250,1:3360086-3360508,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10260,AT1G10260,AT1G10260,1:3360525-3361247,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10270,AT1G10270,GRP23,1:3363503-3366488,control,hy5,NOTEST,1.99903,1.33313,-0.584484,0,1,1,no
AT1G10280,AT1G10280,AT1G10280,1:3366492-3369095,control,hy5,NOTEST,1.27706,0,#NAME?,0,1,1,no
AT1G10290,AT1G10290,ADL6,1:3370557-3377463,control,hy5,OK,2.13881,7.11889,1.73485,2.39977,0.00515,0.0351098,yes
AT1G10300,AT1G10300,AT1G10300,1:3378141-3380226,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10310,AT1G10310,AT1G10310,1:3381600-3383914,control,hy5,OK,4.14399,2.01087,-1.0432,-0.596865,0.21065,0.375311,no
AT1G10320,AT1G10320,AT1G10320,1:3384163-3388373,control,hy5,NOTEST,0,4.11921,inf,0,1,1,no
AT1G10330,AT1G10330,AT1G10330,1:3388746-3390150,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10340,AT1G10340,AT1G10340,1:3390321-3392571,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10350,AT1G10350,AT1G10350,1:3393406-3395055,control,hy5,NOTEST,1.92928,1.52395,-0.340251,0,1,1,no
AT1G10360,AT1G10360,ATGSTU18,1:3395557-3396849,control,hy5,OK,4.48273,11.0433,1.30073,1.57667,0.20635,0.370173,no
AT1G10370,AT1G10370,GST30B,1:3397080-3398358,control,hy5,OK,12.5616,2.39302,-2.39212,-2.14356,0.1433,0.295642,no
AT1G10380,AT1G10380,AT1G10380,1:3400605-3402324,control,hy5,OK,3.1757,4.59543,0.533125,0.493677,0.4734,0.614589,no
AT1G10385,AT1G10385,AT1G10385,1:3403223-3405856,control,hy5,NOTEST,0.468035,0.320994,-0.544069,0,1,1,no
AT1G10390,AT1G10390,AT1G10390,1:3407023-3412843,control,hy5,OK,1.59326,4.01109,1.33201,2.05728,0.01625,0.0791218,no
AT1G10400,AT1G10400,AT1G10400,1:3414851-3416358,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10410,AT1G10410,AT1G10410,1:3416679-3419639,control,hy5,OK,6.84151,4.80474,-0.509856,-0.890677,0.3413,0.495483,no
AT1G10417,AT1G10417,AT1G10417,1:3424185-3427457,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10419,AT1G10419,AT1G10419,1:3428030-3428425,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G10430,AT1G10430,PP2A-2,1:3428477-3430633,control,hy5,OK,5.04887,4.0151,-0.330525,-0.370183,0.6456,0.755201,no
