test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT1G66320,AT1G66320,AT1G66320,1:24726811-24728614,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66330,AT1G66330,AT1G66330,1:24729628-24732491,control,hy5,OK,7.89666,8.59059,0.121516,0.172064,0.801,0.870738,no
AT1G66350,AT1G66350,RGL,1:24748194-24750043,control,hy5,NOTEST,4.02696,2.40653,-0.742737,0,1,1,no
AT1G66360,AT1G66360,AT1G66360,1:24751376-24752834,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66370,AT1G66370,AtMYB113,1:24753633-24754604,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66380,AT1G66380,MYB114,1:24757412-24758490,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66390,AT1G66390,ATMYB90,1:24763956-24765541,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66400,AT1G66400,CML23,1:24770574-24771371,control,hy5,NOTEST,4.44852,3.04278,-0.547937,0,1,1,no
AT1G66410,AT1G66410,CAM4,1:24774216-24775984,control,hy5,OK,45.1037,34.2199,-0.398409,-0.84565,0.2255,0.390621,no
AT1G66420,AT1G66420,AT1G66420,1:24777183-24778032,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66430,AT1G66430,AT1G66430,1:24778270-24780629,control,hy5,OK,21.0488,21.1288,0.00547326,0.018072,0.95755,0.962845,no
AT1G66440,AT1G66440,AT1G66440,1:24782170-24784351,control,hy5,NOTEST,0,0.670959,inf,0,1,1,no
AT1G66450,AT1G66450,AT1G66450,1:24786199-24788302,control,hy5,NOTEST,0.531265,0.591014,0.15376,0,1,1,no
AT1G66460,AT1G66460,AT1G66460,1:24789734-24791988,control,hy5,NOTEST,0,0.453805,inf,0,1,1,no
AT1G66470,AT1G66470,RHD6,1:24795213-24796988,control,hy5,NOTEST,0,0.448876,inf,0,1,1,no
AT1G66475,AT1G66475,AT1G66475,1:24801610-24801754,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66480,AT1G66480,AT1G66480,1:24805634-24807557,control,hy5,NOTEST,5.14704,1.66699,-1.6265,0,1,1,no
AT1G66490,AT1G66490,AT1G66490,1:24809420-24810549,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66500,AT1G66500,AT1G66500,1:24811148-24812650,control,hy5,NOTEST,1.21071,1.0085,-0.263637,0,1,1,no
AT1G66510,AT1G66510,AT1G66510,1:24812836-24818744,control,hy5,NOTEST,0.805027,0,#NAME?,0,1,1,no
AT1G66520,AT1G66520,pde194,1:24812836-24818744,control,hy5,NOTEST,1.76448,1.67866,-0.0719299,0,1,1,no
AT1G66530,AT1G66530,AT1G66530,1:24818910-24822342,control,hy5,NOTEST,1.42061,3.00659,1.08162,0,1,1,no
AT1G66534,AT1G66534,AT1G66534,1:24823253-24823667,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66540,AT1G66540,AT1G66540,1:24824458-24826670,control,hy5,NOTEST,0.316327,0,#NAME?,0,1,1,no
AT1G66550,AT1G66550,WRKY67,1:24828501-24829639,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66553,AT1G66553,AT1G66553,1:24831159-24831270,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66560,AT1G66560,WRKY64,1:24833578-24834631,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66570,AT1G66570,SUC7,1:24835250-24837322,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66580,AT1G66580,SAG24,1:24839164-24840612,control,hy5,OK,79.4451,39.5119,-1.00767,-2.9335,5.00E-05,0.000721121,yes
AT1G66590,AT1G66590,COX19-1,1:24841122-24842411,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66600,AT1G66600,WRKY63,1:24848319-24849364,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66610,AT1G66610,AT1G66610,1:24849715-24851450,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66620,AT1G66620,AT1G66620,1:24852805-24854153,control,hy5,NOTEST,1.8894,0.855354,-1.14334,0,1,1,no
AT1G66630,AT1G66630,AT1G66630,1:24855285-24856714,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66640,AT1G66640,AT1G66640,1:24857437-24859011,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66650,AT1G66650,AT1G66650,1:24860112-24861821,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66660,AT1G66660,AT1G66660,1:24861875-24863368,control,hy5,NOTEST,0,1.67306,inf,0,1,1,no
AT1G66670,AT1G66670,CLPP3,1:24863784-24865702,control,hy5,OK,15.211,15.3874,0.0166382,0.0381853,0.94755,0.956238,no
AT1G66680,AT1G66680,AR401,1:24866094-24868992,control,hy5,NOTEST,3.91829,2.49053,-0.653772,0,1,1,no
AT1G66690,AT1G66690,AT1G66690,1:24869553-24870850,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66700,AT1G66700,PXMT1,1:24873290-24874758,control,hy5,NOTEST,0,0.92841,inf,0,1,1,no
AT1G66710,AT1G66710,AT1G66710,1:24878864-24880220,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66720,AT1G66720,AT1G66720,1:24881179-24882480,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66725,AT1G66725,MIR163,1:24883930-24884559,control,hy5,NOTEST,3.93876,0,#NAME?,0,1,1,no
AT1G66730,AT1G66730,AtLIG6,1:24884680-24892046,control,hy5,NOTEST,0,0.816865,inf,0,1,1,no
AT1G66740,AT1G66740,AtSP7,1:24892339-24893766,control,hy5,NOTEST,4.67215,2.75292,-0.763127,0,1,1,no
AT1G66750,AT1G66750,CDKD1,1:24894714-24897253,control,hy5,NOTEST,0,1.48637,inf,0,1,1,no
AT1G66760,AT1G66760,AT1G66760,1:24901977-24904443,control,hy5,NOTEST,2.07469,4.66687,1.16956,0,1,1,no
AT1G66770,AT1G66770,SWEET6,1:24906450-24907236,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66780,AT1G66780,AT1G66780,1:24909212-24911485,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66783,AT1G66783,MIR157A,1:24913205-24913296,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66790,AT1G66790,AT1G66790,1:24918011-24918356,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66795,AT1G66795,MIR157B,1:24921103-24921194,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66800,AT1G66800,AT1G66800,1:24924812-24926365,control,hy5,NOTEST,0,3.06866,inf,0,1,1,no
AT1G66810,AT1G66810,AT1G66810,1:24927612-24928803,control,hy5,NOTEST,1.39622,1.51058,0.113574,0,1,1,no
AT1G66820,AT1G66820,AT1G66820,1:24930039-24930551,control,hy5,OK,11.3108,6.71456,-0.752342,-0.777048,0.4335,0.57927,no
AT1G66830,AT1G66830,AT1G66830,1:24930664-24932918,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66840,AT1G66840,PMI2,1:24933855-24936322,control,hy5,OK,0.551213,7.3834,3.7436,2.84871,0.0868,0.222239,no
AT1G66850,AT1G66850,AT1G66850,1:24936957-24937434,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66852,AT1G66852,AT1G66852,1:24938499-24938832,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66855,AT1G66855,AT1G66855,1:24939549-24940013,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66860,AT1G66860,AT1G66860,1:24942187-24944497,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66870,AT1G66870,AT1G66870,1:24945483-24955611,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66880,AT1G66880,AT1G66880,1:24945483-24955611,control,hy5,NOTEST,0.839992,1.44925,0.786856,0,1,1,no
AT1G66890,AT1G66890,AT1G66890,1:24957557-24958114,control,hy5,OK,11.9366,4.43404,-1.4287,-1.25957,0.2835,0.439488,no
AT1G66900,AT1G66900,AT1G66900,1:24959333-24961616,control,hy5,OK,1.83082,7.48581,2.03167,2.10515,0.17445,0.332864,no
AT1G66910,AT1G66910,AT1G66910,1:24961633-24963946,control,hy5,NOTEST,0.879572,1.37195,0.641359,0,1,1,no
AT1G66920,AT1G66920,AT1G66920,1:24965303-24967522,control,hy5,NOTEST,0.332927,1.39849,2.0706,0,1,1,no
AT1G66930,AT1G66930,AT1G66930,1:24970522-24974791,control,hy5,NOTEST,0,0.521328,inf,0,1,1,no
AT1G66940,AT1G66940,AT1G66940,1:24970522-24974791,control,hy5,OK,10.4356,11.3693,0.123617,0.162811,0.7829,0.858248,no
AT1G66950,AT1G66950,PDR11,1:24978204-24984619,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66960,AT1G66960,AT1G66960,1:24984940-24989797,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G66970,AT1G66970,SVL2,1:24992552-24996117,control,hy5,OK,10.9491,11.7969,0.1076,0.241534,0.7207,0.813145,no
AT1G66980,AT1G66980,SNC4,1:24997308-25001983,control,hy5,NOTEST,2.52659,4.70429,0.896786,0,1,1,no
AT1G66990,AT1G66990,AT1G66990,1:25002643-25003327,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67000,AT1G67000,AT1G67000,1:25004108-25007647,control,hy5,NOTEST,0,0.284729,inf,0,1,1,no
AT1G67010,AT1G67010,AT1G67010,1:25008797-25009712,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67020,AT1G67020,AT1G67020,1:25011007-25012987,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67025,AT1G67025,AT1G67025,1:25013025-25014725,control,hy5,NOTEST,0.840521,0,#NAME?,0,1,1,no
AT1G67030,AT1G67030,ZFP6,1:25016542-25017512,control,hy5,OK,15.0859,0.601484,-4.64853,-1.81654,0.2519,0.411636,no
AT1G67035,AT1G67035,AT1G67035,1:25018076-25019057,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67040,AT1G67040,AT1G67040,1:25019104-25022542,control,hy5,NOTEST,0.752037,0.59177,-0.345768,0,1,1,no
AT1G67050,AT1G67050,AT1G67050,1:25028626-25029788,control,hy5,NOTEST,1.71408,4.39683,1.35903,0,1,1,no
AT1G67060,AT1G67060,AT1G67060,1:25036615-25039389,control,hy5,OK,7.50631,2.83585,-1.40432,-1.36808,0.11755,0.266334,no
AT1G67070,AT1G67070,DIN9,1:25042134-25044647,control,hy5,NOTEST,0.308188,1.99615,2.69534,0,1,1,no
AT1G67080,AT1G67080,ABA4,1:25045224-25046860,control,hy5,OK,12.7903,13.4404,0.0715201,0.154662,0.92105,0.945888,no
AT1G67090,AT1G67090,RBCS1A,1:25048157-25049424,control,hy5,OK,5632.66,2935.99,-0.93997,-20.0071,5.00E-05,0.000721121,yes
AT1G67100,AT1G67100,LBD40,1:25053733-25054847,control,hy5,NOTEST,0,0.711976,inf,0,1,1,no
AT1G67105,AT1G67105,AT1G67105,1:25057478-25058264,control,hy5,OK,1.35718,13.4333,3.30712,2.31189,0.24415,0.408087,no
AT1G67110,AT1G67110,CYP735A2,1:25061730-25065446,control,hy5,NOTEST,0.69515,0,#NAME?,0,1,1,no
AT1G67120,AT1G67120,AT1G67120,1:25069561-25095526,control,hy5,NOTEST,0.0876883,0.711335,3.02007,0,1,1,no
AT1G67130,AT1G67130,AT1G67130,1:25099261-25100625,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67140,"AT1G67140,CUFF",SWEETIE,1:25100861-25117423,control,hy5,NOTEST,0.345284,1.69886,2.29871,0,1,1,no
AT1G67148,AT1G67148,AT1G67148,1:25121234-25121898,control,hy5,OK,0,9.02782,inf,nan,0.0052,0.0352496,yes
AT1G67150,"AT1G67150,CUFF",AT1G67150,1:25122458-25124695,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67160,AT1G67160,AT1G67160,1:25124818-25127098,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67170,AT1G67170,AT1G67170,1:25127245-25129457,control,hy5,NOTEST,0.702155,1.14236,0.702151,0,1,1,no
AT1G67180,AT1G67180,AT1G67180,1:25129730-25132169,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67190,AT1G67190,AT1G67190,1:25132497-25134431,control,hy5,OK,4.17385,3.85595,-0.114293,-0.0904822,0.8955,0.934516,no
AT1G67195,AT1G67195,MIR414,1:25137110-25137937,control,hy5,OK,50.078,22.5627,-1.15024,-1.91072,0.03935,0.136923,no
AT1G67200,AT1G67200,AT1G67200,1:25140264-25140551,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67210,AT1G67210,AT1G67210,1:25140814-25144043,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67220,AT1G67220,HAC2,1:25145586-25150558,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67230,AT1G67230,LINC1,1:25151269-25156323,control,hy5,OK,0.854162,6.59691,2.94921,2.99812,0.01005,0.0574629,no
AT1G67238,AT1G67238,AT1G67238,1:25158114-25158454,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67240,AT1G67240,AT1G67240,1:25158857-25162322,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67250,AT1G67250,AT1G67250,1:25163641-25165056,control,hy5,OK,31.7307,20.1532,-0.654868,-1.5442,0.15635,0.312763,no
AT1G67260,AT1G67260,TCP1,1:25167461-25169307,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67265,AT1G67265,RTFL21,1:25175557-25176202,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67270,AT1G67270,AT1G67270,1:25183176-25185939,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67280,AT1G67280,AT1G67280,1:25188273-25190694,control,hy5,OK,48.4663,36.7164,-0.400558,-1.36774,0.05355,0.165599,no
AT1G67290,AT1G67290,AT1G67290,1:25191020-25193237,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67300,"AT1G67300,CUFF",AT1G67300,1:25193703-25197089,control,hy5,OK,2.90612,6.40307,1.13967,1.3337,0.0856,0.220987,no
AT1G67310,AT1G67310,AT1G67310,1:25198181-25203126,control,hy5,NOTEST,0.959716,0.919569,-0.0616505,0,1,1,no
AT1G67320,"AT1G67320,CUFF",AT1G67320,1:25205278-25209033,control,hy5,NOTEST,1.06758,1.52262,0.51221,0,1,1,no
AT1G67325,"AT1G67325,CUFF",AT1G67325,1:25209393-25213253,control,hy5,NOTEST,2.84807,0.750398,-1.92426,0,1,1,no
AT1G67328,AT1G67328,AT1G67328,1:25213842-25215174,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67330,AT1G67330,AT1G67330,1:25213842-25215174,control,hy5,OK,10.5189,3.75688,-1.48537,-1.5577,0.03245,0.122162,no
AT1G67340,AT1G67340,AT1G67340,1:25230264-25231840,control,hy5,OK,3.11473,6.6242,1.08864,1.33683,0.2432,0.408016,no
AT1G67350,AT1G67350,AT1G67350,1:25235270-25238216,control,hy5,OK,104.335,30.8646,-1.7572,-6.479,0.00025,0.00292483,yes
AT1G67360,AT1G67360,AT1G67360,1:25235270-25238216,control,hy5,OK,5.78446,5.26075,-0.136914,-0.131713,0.82965,0.889975,no
AT1G67365,AT1G67365,AT1G67365,1:25238409-25243837,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67370,AT1G67370,ASY1,1:25238409-25243837,control,hy5,NOTEST,0.245376,0,#NAME?,0,1,1,no
AT1G67390,AT1G67390,AT1G67390,1:25244689-25247139,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67400,AT1G67400,AT1G67400,1:25247987-25250734,control,hy5,NOTEST,1.87432,3.25337,0.795567,0,1,1,no
AT1G67410,AT1G67410,AT1G67410,1:25251192-25253667,control,hy5,NOTEST,2.9703,1.66749,-0.832932,0,1,1,no
AT1G67420,AT1G67420,AT1G67420,1:25255231-25260430,control,hy5,NOTEST,0.250914,0.514659,1.03642,0,1,1,no
AT1G67430,AT1G67430,AT1G67430,1:25262158-25263789,control,hy5,OK,97.678,134.606,0.46264,1.72261,0.01625,0.0791218,no
AT1G67440,AT1G67440,emb1688,1:25263803-25265719,control,hy5,NOTEST,3.24866,3.72151,0.19604,0,1,1,no
AT1G67450,AT1G67450,AT1G67450,1:25266162-25267359,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67455,AT1G67455,AT1G67455,1:25268144-25269475,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67460,AT1G67460,AT1G67460,1:25269625-25271861,control,hy5,NOTEST,0.734067,0,#NAME?,0,1,1,no
AT1G67470,AT1G67470,AT1G67470,1:25272181-25273576,control,hy5,NOTEST,0.797708,0,#NAME?,0,1,1,no
AT1G67480,AT1G67480,AT1G67480,1:25276293-25278718,control,hy5,OK,13.8242,14.1661,0.0352495,0.0751672,0.907,0.940259,no
AT1G67481,AT1G67481,MIR839A,1:25278943-25279207,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67490,AT1G67490,KNF,1:25280450-25286611,control,hy5,NOTEST,1.03302,3.36419,1.70339,0,1,1,no
AT1G67500,AT1G67500,ATREV3,1:25287706-25296937,control,hy5,NOTEST,0.0850412,0.48027,2.49761,0,1,1,no
AT1G67510,AT1G67510,AT1G67510,1:25297476-25300184,control,hy5,NOTEST,1.95003,1.4578,-0.419705,0,1,1,no
AT1G67520,AT1G67520,AT1G67520,1:25302725-25305857,control,hy5,NOTEST,0,1.25845,inf,0,1,1,no
AT1G67530,AT1G67530,AT1G67530,1:25307657-25312482,control,hy5,NOTEST,0.55576,0.79966,0.524923,0,1,1,no
AT1G67540,AT1G67540,AT1G67540,1:25307657-25312482,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67550,AT1G67550,URE,1:25312739-25317395,control,hy5,NOTEST,0.874244,4.71391,2.43082,0,1,1,no
AT1G67560,AT1G67560,LOX6,1:25319898-25324264,control,hy5,NOTEST,2.3461,2.32858,-0.0108168,0,1,1,no
AT1G67570,AT1G67570,AT1G67570,1:25325159-25327258,control,hy5,NOTEST,1.52376,1.35832,-0.165811,0,1,1,no
AT1G67580,AT1G67580,AT1G67580,1:25327283-25331379,control,hy5,OK,2.76313,6.37344,1.20577,1.89981,0.01235,0.0654261,no
AT1G67590,AT1G67590,AT1G67590,1:25333057-25334647,control,hy5,OK,8.68887,10.8232,0.31689,0.468787,0.54635,0.677571,no
AT1G67600,AT1G67600,AT1G67600,1:25336422-25337662,control,hy5,NOTEST,1.23188,1.42992,0.215074,0,1,1,no
AT1G67610,AT1G67610,AT1G67610,1:25339035-25340241,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67626,AT1G67626,AT1G67626,1:25343436-25344066,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67630,AT1G67630,POLA2,1:25344439-25348406,control,hy5,NOTEST,1.7668,2.15915,0.289323,0,1,1,no
AT1G67635,AT1G67635,AT1G67635,1:25349341-25350384,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67640,AT1G67640,AT1G67640,1:25352127-25353908,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67645,AT1G67645,AT1G67645,1:25354909-25356112,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67650,AT1G67650,AT1G67650,1:25359658-25362395,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67660,AT1G67660,AT1G67660,1:25363534-25365229,control,hy5,NOTEST,3.74808,3.4307,-0.127649,0,1,1,no
AT1G67670,AT1G67670,AT1G67670,1:25365472-25365667,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67680,AT1G67680,AT1G67680,1:25365755-25368526,control,hy5,NOTEST,3.58388,4.26183,0.249954,0,1,1,no
AT1G67690,AT1G67690,AT1G67690,1:25369085-25373730,control,hy5,NOTEST,0.50996,1.29892,1.34886,0,1,1,no
AT1G67700,"AT1G67700,CUFF",AT1G67700,1:25374221-25376035,control,hy5,OK,80.7145,52.8226,-0.611672,-0.665216,0.3022,0.456877,no
AT1G67710,AT1G67710,ARR11,1:25376750-25379144,control,hy5,NOTEST,0.370592,0.489978,0.402886,0,1,1,no
AT1G67720,AT1G67720,AT1G67720,1:25386340-25391073,control,hy5,NOTEST,0.644316,0.695524,0.110333,0,1,1,no
AT1G67730,AT1G67730,KCR1,1:25391459-25393610,control,hy5,OK,30.4226,16.6937,-0.865838,-2.61744,0.0081,0.0489924,yes
AT1G67740,AT1G67740,PSBY,1:25394067-25395154,control,hy5,OK,643.445,382.343,-0.750949,-9.74153,5.00E-05,0.000721121,yes
AT1G67750,AT1G67750,AT1G67750,1:25401587-25403503,control,hy5,OK,6.53757,3.74764,-0.802771,-1.08185,0.2327,0.398065,no
AT1G67760,AT1G67760,AT1G67760,1:25405579-25406372,control,hy5,NOTEST,2.12062,0,#NAME?,0,1,1,no
AT1G67770,AT1G67770,TEL2,1:25408042-25410153,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67775,AT1G67775,CLE8,1:25411311-25411696,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67780,AT1G67780,AT1G67780,1:25412815-25415530,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67785,AT1G67785,AT1G67785,1:25416068-25416984,control,hy5,OK,758.524,352.251,-1.10659,-13.2628,0.00395,0.0286324,yes
AT1G67790,AT1G67790,AT1G67790,1:25417541-25420229,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67792,AT1G67792,AT1G67792,1:25417541-25420229,control,hy5,NOTEST,0.271663,0.231313,-0.231972,0,1,1,no
AT1G67800,AT1G67800,AT1G67800,1:25420779-25423731,control,hy5,NOTEST,0.662565,3.64121,2.45829,0,1,1,no
AT1G67810,AT1G67810,SUFE2,1:25426487-25427349,control,hy5,OK,8.52078,3.74229,-1.18706,-1.104,0.2613,0.418651,no
AT1G67820,AT1G67820,AT1G67820,1:25429852-25431564,control,hy5,NOTEST,0.789579,1.28226,0.699532,0,1,1,no
AT1G67830,AT1G67830,FXG1,1:25431585-25432990,control,hy5,OK,3.17338,5.89272,0.892913,0.900326,0.31695,0.472348,no
AT1G67840,AT1G67840,CSK,1:25434101-25437075,control,hy5,OK,4.8006,10.2372,1.09253,1.58763,0.0338,0.125438,no
AT1G67850,AT1G67850,AT1G67850,1:25437899-25442142,control,hy5,NOTEST,0.55115,0.790846,0.52095,0,1,1,no
AT1G67855,AT1G67855,AT1G67855,1:25442255-25443019,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67856,AT1G67856,AT1G67856,1:25442255-25443019,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67860,AT1G67860,AT1G67860,1:25444804-25445263,control,hy5,OK,11.7607,72.938,2.6327,4.06024,0.0114,0.0622867,no
AT1G67865,AT1G67865,AT1G67865,1:25446288-25446737,control,hy5,OK,33.4202,48.7295,0.544073,1.37395,0.2289,0.394067,no
AT1G67870,AT1G67870,AT1G67870,1:25449366-25451012,control,hy5,OK,84.3622,66.3822,-0.3458,-1.49959,0.0254,0.104562,no
AT1G67875,AT1G67875,AT1G67875,1:25452698-25452893,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67880,AT1G67880,AT1G67880,1:25453920-25455735,control,hy5,NOTEST,3.42853,0.380214,-3.17271,0,1,1,no
AT1G67890,AT1G67890,AT1G67890,1:25457178-25462792,control,hy5,NOTEST,0.632547,3.76765,2.57442,0,1,1,no
AT1G67900,AT1G67900,AT1G67900,1:25464725-25470017,control,hy5,NOTEST,1.48477,3.03889,1.0333,0,1,1,no
AT1G67910,AT1G67910,AT1G67910,1:25471287-25472440,control,hy5,NOTEST,4.06508,2.65771,-0.613101,0,1,1,no
AT1G67920,AT1G67920,AT1G67920,1:25473543-25477423,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67930,AT1G67930,AT1G67930,1:25473543-25477423,control,hy5,OK,4.30809,6.36693,0.563547,0.854224,0.19755,0.36073,no
AT1G67940,AT1G67940,ATNAP3,1:25477669-25480580,control,hy5,NOTEST,4.89267,2.04687,-1.2572,0,1,1,no
AT1G67950,AT1G67950,AT1G67950,1:25477669-25480580,control,hy5,OK,2.78366,6.00467,1.1091,0.635733,0.1318,0.281,no
AT1G67960,AT1G67960,AT1G67960,1:25480651-25484262,control,hy5,NOTEST,0.873435,1.25564,0.523655,0,1,1,no
AT1G67970,AT1G67970,AT-HSFA8,1:25484698-25486462,control,hy5,NOTEST,3.79088,5.78986,0.610996,0,1,1,no
AT1G67980,AT1G67980,CCOAMT,1:25487713-25489231,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G67990,AT1G67990,ATTSM1,1:25489454-25490867,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G68000,AT1G68000,PIS1,1:25491013-25493053,control,hy5,OK,15.0047,4.67249,-1.68315,-2.23263,0.0435,0.145536,no
AT1G68010,AT1G68010,HPR,1:25493195-25495988,control,hy5,OK,78.1127,138.153,0.822642,4.41482,5.00E-05,0.000721121,yes
AT1G68020,AT1G68020,ATTPS6,1:25497289-25500374,control,hy5,NOTEST,2.36329,3.95615,0.7433,0,1,1,no
AT1G68030,AT1G68030,AT1G68030,1:25500377-25501751,control,hy5,NOTEST,0,1.13886,inf,0,1,1,no
AT1G68040,AT1G68040,AT1G68040,1:25502875-25505232,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G68050,AT1G68050,FKF1,1:25508675-25510889,control,hy5,NOTEST,3.21474,3.55892,0.146737,0,1,1,no
AT1G68060,AT1G68060,ATMAP70-1,1:25510940-25514500,control,hy5,OK,2.23073,6.39596,1.51964,1.94944,0.0264,0.106736,no
AT1G68070,AT1G68070,AT1G68070,1:25515231-25516868,control,hy5,OK,11.3716,7.22027,-0.655308,-1.18122,0.2277,0.392967,no
AT1G68080,"AT1G68080,CUFF",AT1G68080,1:25517410-25519440,control,hy5,NOTEST,2.23846,0.926806,-1.27217,0,1,1,no
AT1G68090,AT1G68090,ANNAT5,1:25519441-25520774,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G68100,AT1G68100,IAR1,1:25521203-25524175,control,hy5,OK,6.38826,3.15274,-1.01882,-1.25204,0.1276,0.276021,no
AT1G68110,AT1G68110,AT1G68110,1:25524717-25526150,control,hy5,NOTEST,1.65372,0,#NAME?,0,1,1,no
AT1G68120,AT1G68120,BPC3,1:25526214-25527534,control,hy5,NOTEST,0.491269,0.944,0.942274,0,1,1,no
AT1G68130,AT1G68130,IDD14,1:25532243-25534586,control,hy5,NOTEST,0.499303,3.13775,2.65174,0,1,1,no
AT1G68140,"AT1G68140,CUFF",AT1G68140,1:25538944-25541741,control,hy5,OK,11.1962,6.37563,-0.812367,-1.2996,0.03995,0.138607,no
AT1G68150,AT1G68150,WRKY9,1:25543968-25545717,control,hy5,NOTEST,0,0.523754,inf,0,1,1,no
AT1G68160,AT1G68160,AT1G68160,1:25545807-25548894,control,hy5,NOTEST,1.16541,2.24368,0.945027,0,1,1,no
AT1G68170,AT1G68170,AT1G68170,1:25551921-25554258,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G68180,AT1G68180,AT1G68180,1:25554720-25555661,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G68185,AT1G68185,AT1G68185,1:25556425-25558522,control,hy5,NOTEST,1.15714,0,#NAME?,0,1,1,no
AT1G68190,AT1G68190,AT1G68190,1:25559245-25561212,control,hy5,NOTEST,4.66158,5.11212,0.133103,0,1,1,no
AT1G68200,AT1G68200,AT1G68200,1:25562117-25563948,control,hy5,NOTEST,1.90019,0,#NAME?,0,1,1,no
AT1G68210,AT1G68210,APRR6,1:25565982-25569302,control,hy5,NOTEST,0,0,0,0,1,1,no
